"dhscode","spiimpact","year","LATNUM","LONGNUM","country"
"BD-6-1-403",-1.30360490529563e-05,2011,24.55629,88.280196,"BD"
"BD-6-1-404",0.000169757536099535,2011,24.723429,88.258658,"BD"
"BD-6-1-405",0.000191547981667067,2011,24.633475,88.16733,"BD"
"BD-6-1-406",-3.051042968873e-05,2011,24.06625,89.607561,"BD"
"BD-6-1-407",-0.00013947716229969,2011,23.85352,89.667365,"BD"
"BD-6-1-408",-0.000185874889968044,2011,24.177682,89.419751,"BD"
"BD-6-1-409",-0.000378134248442954,2011,24.277882,89.369354,"BD"
"BD-6-1-41",0.00115188340954525,2011,22.369902,90.686453,"BD"
"BD-6-1-410",-0.000462321391253405,2011,24.060659,89.042472,"BD"
"BD-6-1-411",-0.000831228797068506,2011,23.997146,89.23019,"BD"
"BD-6-1-412",-0.000739493039096988,2011,24.084334,89.220385,"BD"
"BD-6-1-413",-0.000412592848252527,2011,23.953295,89.40272,"BD"
"BD-6-1-414",-9.9465444486104e-05,2011,24.095297,89.575674,"BD"
"BD-6-1-415",-0.00134626067314378,2011,23.958028,89.528785,"BD"
"BD-6-1-416",0.000339602939290938,2011,23.846483,89.608511,"BD"
"BD-6-1-417",0.00038745114562376,2011,24.527086,88.847874,"BD"
"BD-6-1-418",-0.000617420969657645,2011,24.635092,88.869838,"BD"
"BD-6-1-419",-0.000276027707068634,2011,24.657241,88.793324,"BD"
"BD-6-1-42",0.000769749364675344,2011,22.394044,90.76398,"BD"
"BD-6-1-420",-0.000339950022512576,2011,24.371202,88.590479,"BD"
"BD-6-1-421",-0.000596088824355892,2011,24.364525,88.606505,"BD"
"BD-6-1-422",-0.000178188229526438,2011,24.455237,88.786964,"BD"
"BD-6-1-423",0.000112768441010785,2011,24.515644,88.486403,"BD"
"BD-6-1-424",-0.000613721563294627,2011,24.411172,88.471122,"BD"
"BD-6-1-425",-0.000379983636141559,2011,24.375502,88.638403,"BD"
"BD-6-1-426",-0.00051107648939589,2011,24.508592,88.635392,"BD"
"BD-6-1-427",-0.000100200348509303,2011,24.443354,88.631629,"BD"
"BD-6-1-428",4.37765841832062e-06,2011,24.44116,88.556995,"BD"
"BD-6-1-429",-3.23054761418707e-06,2011,24.40116,88.562556,"BD"
"BD-6-1-43",3.05242789288981e-05,2011,22.342823,90.739775,"BD"
"BD-6-1-430",-0.000189758136047384,2011,24.3689,88.566995,"BD"
"BD-6-1-431",-0.000177817454925716,2011,24.576523,88.455382,"BD"
"BD-6-1-432",0.000221630116979461,2011,24.661509,88.508785,"BD"
"BD-6-1-433",-0.000325814127234191,2011,24.243937,89.693745,"BD"
"BD-6-1-434",0.000187937147035829,2011,24.148746,89.782697,"BD"
"BD-6-1-435",0.000286132470209617,2011,24.64133,89.626722,"BD"
"BD-6-1-436",0.000159325034403245,2011,24.667648,89.641774,"BD"
"BD-6-1-437",-0.000294187100986074,2011,24.506166,89.576052,"BD"
"BD-6-1-438",-4.52960558008758e-05,2011,24.100223,89.631531,"BD"
"BD-6-1-439",-0.000624612374679878,2011,24.183568,89.669278,"BD"
"BD-6-1-44",-0.000246475603946317,2011,22.30267,90.978064,"BD"
"BD-6-1-440",-1.43517793392708e-05,2011,24.443931,89.696394,"BD"
"BD-6-1-441",0.000163385652914061,2011,24.446341,89.397975,"BD"
"BD-6-1-442",-0.000326009229878219,2011,24.432504,89.679263,"BD"
"BD-6-1-443",-0.000688948575491849,2011,24.500205,89.422881,"BD"
"BD-6-1-444",-0.000522940460571016,2011,24.278945,89.460549,"BD"
"BD-6-1-445",-0.000194550742042809,2011,24.438668,89.483893,"BD"
"BD-6-1-446",0.000191897702837597,2011,25.355332,88.997812,"BD"
"BD-6-1-447",-0.000290333948670432,2011,25.435,89.048222,"BD"
"BD-6-1-448",-1.50649560976709e-05,2011,25.934726,88.551706,"BD"
"BD-6-1-449",-0.000647322404664029,2011,25.66261,88.603561,"BD"
"BD-6-1-45",0.000354538321419898,2011,22.654243,90.19574,"BD"
"BD-6-1-450",0.000745863139985163,2011,25.675634,88.782991,"BD"
"BD-6-1-451",0.000374095713739046,2011,25.698378,88.821729,"BD"
"BD-6-1-452",-0.000359799401543254,2011,25.50189,88.966644,"BD"
"BD-6-1-453",4.21859176388846e-05,2011,25.254426,89.253844,"BD"
"BD-6-1-454",-0.00058421673868444,2011,25.798375,88.680154,"BD"
"BD-6-1-455",6.97187505256789e-05,2011,25.643772,88.628058,"BD"
"BD-6-1-456",-5.53707997308038e-05,2011,25.62642,88.633493,"BD"
"BD-6-1-457",0.000186670424080096,2011,25.573878,88.645577,"BD"
"BD-6-1-458",2.59970249226711e-05,2011,25.612369,88.648743,"BD"
"BD-6-1-459",0.000447027707577089,2011,25.572136,88.677938,"BD"
"BD-6-1-46",0.000497307474421303,2011,22.653673,90.20351,"BD"
"BD-6-1-460",0.00041970731740769,2011,25.377043,89.056668,"BD"
"BD-6-1-461",-2.29650942535093e-05,2011,25.616134,88.893906,"BD"
"BD-6-1-462",0.00013287571618033,2011,25.312933,89.602825,"BD"
"BD-6-1-463",-0.000567436680388407,2011,25.331182,89.521023,"BD"
"BD-6-1-464",-5.400586009608e-05,2011,25.376342,89.621373,"BD"
"BD-6-1-465",0.000248889627000076,2011,25.12753,89.361874,"BD"
"BD-6-1-466",-2.86026096684913e-05,2011,25.192208,89.362076,"BD"
"BD-6-1-467",0.000170777039508776,2011,25.079949,89.425837,"BD"
"BD-6-1-468",1.39442062618369e-05,2011,25.255279,89.413692,"BD"
"BD-6-1-469",-0.000637643750400889,2011,25.241086,89.510717,"BD"
"BD-6-1-47",0.000246001822049773,2011,22.609287,90.22058,"BD"
"BD-6-1-470",-0.000258889642406109,2011,25.356657,89.424189,"BD"
"BD-6-1-471",-0.000191891990665844,2011,25.084922,89.589285,"BD"
"BD-6-1-472",-1.61769202319694e-05,2011,25.58361,89.524527,"BD"
"BD-6-1-473",-0.000220836749993604,2011,25.547975,89.471795,"BD"
"BD-6-1-474",0.000324545261980351,2011,25.506494,89.59925,"BD"
"BD-6-1-475",-0.000266786616119444,2011,25.545311,89.519473,"BD"
"BD-6-1-476",2.48719725210256e-05,2011,25.444855,89.808675,"BD"
"BD-6-1-477",9.92276491784484e-05,2011,25.546892,89.64987,"BD"
"BD-6-1-478",0.000423273475480138,2011,26.025459,89.588252,"BD"
"BD-6-1-479",0.000367934693220291,2011,25.812605,89.642724,"BD"
"BD-6-1-48",-0.000630142848515097,2011,22.434701,90.096365,"BD"
"BD-6-1-480",0.000108277758179956,2011,25.821034,89.592156,"BD"
"BD-6-1-481",1.86487532206817e-05,2011,25.959431,89.697518,"BD"
"BD-6-1-482",0.000204207897564927,2011,26.050406,89.768031,"BD"
"BD-6-1-483",0.000313505343671109,2011,25.838699,89.553558,"BD"
"BD-6-1-484",0.000657345528990066,2011,25.508999,89.81983,"BD"
"BD-6-1-485",-0.000107617697724973,2011,25.688859,89.598285,"BD"
"BD-6-1-486",0.00134596457898997,2011,25.686049,89.664202,"BD"
"BD-6-1-487",0.000297647036381294,2011,25.959309,89.410494,"BD"
"BD-6-1-488",1.01414057003604e-06,2011,26.192056,89.113862,"BD"
"BD-6-1-489",9.50374607491365e-05,2011,26.034701,89.30671,"BD"
"BD-6-1-49",-0.000209613622424156,2011,22.518868,90.160549,"BD"
"BD-6-1-490",0.000533425488806049,2011,25.980856,89.220364,"BD"
"BD-6-1-491",5.01530055873452e-05,2011,25.839928,89.387418,"BD"
"BD-6-1-492",9.19274494026172e-05,2011,26.343827,89.013804,"BD"
"BD-6-1-493",-0.000227015324069478,2011,26.240968,89.093211,"BD"
"BD-6-1-494",-0.000383799350835556,2011,26.188814,89.006492,"BD"
"BD-6-1-495",0.000228531578488984,2011,26.187354,88.834426,"BD"
"BD-6-1-496",0.00104625868646667,2011,26.014088,88.990582,"BD"
"BD-6-1-497",0.000882042983400677,2011,26.039871,89.036968,"BD"
"BD-6-1-498",-8.03529608454314e-05,2011,25.935151,89.016792,"BD"
"BD-6-1-499",-8.70726589633645e-05,2011,25.917639,89.055488,"BD"
"BD-6-1-5",-1.06651938871119e-05,2011,22.209152,90.080978,"BD"
"BD-6-1-50",-0.000200681183977818,2011,22.566229,90.158148,"BD"
"BD-6-1-500",0.000290910390690145,2011,25.93572,88.905208,"BD"
"BD-6-1-501",0.000693820569361238,2011,25.818981,88.900648,"BD"
"BD-6-1-502",0.000339459466837073,2011,25.792242,88.898456,"BD"
"BD-6-1-503",3.14958163044792e-05,2011,25.84172,88.966989,"BD"
"BD-6-1-504",-5.20450621380087e-05,2011,26.169725,88.621757,"BD"
"BD-6-1-505",-0.000176800961101881,2011,26.106408,88.66993,"BD"
"BD-6-1-506",0.000512419566516912,2011,26.334306,88.589232,"BD"
"BD-6-1-507",0.000131003235825141,2011,26.403799,88.681221,"BD"
"BD-6-1-508",-3.78490208722622e-05,2011,25.60936,89.034012,"BD"
"BD-6-1-509",0.000203721830967393,2011,25.683185,88.968493,"BD"
"BD-6-1-51",-0.000363131509858057,2011,22.606796,90.143583,"BD"
"BD-6-1-510",-0.00017469257847298,2011,25.872539,89.233188,"BD"
"BD-6-1-511",-0.000454572576686908,2011,25.813129,89.324757,"BD"
"BD-6-1-512",0.000254349614000393,2011,25.757694,89.446876,"BD"
"BD-6-1-513",-0.000110789071288691,2011,25.744814,89.222531,"BD"
"BD-6-1-514",0.000369817557508028,2011,25.746528,89.247795,"BD"
"BD-6-1-515",0.000795779297481929,2011,25.728475,89.269588,"BD"
"BD-6-1-516",3.98844944585875e-05,2011,25.665106,89.183323,"BD"
"BD-6-1-517",0.000518451508267491,2011,25.498032,89.119937,"BD"
"BD-6-1-518",-0.000191016580337211,2011,25.506475,89.380254,"BD"
"BD-6-1-519",-6.77414810310649e-05,2011,25.610871,89.188107,"BD"
"BD-6-1-52",-0.000356906084931539,2011,22.54056,90.531694,"BD"
"BD-6-1-520",-0.000323306833575548,2011,25.729324,89.296905,"BD"
"BD-6-1-521",-0.000118555439973202,2011,25.499567,89.271431,"BD"
"BD-6-1-522",0.000162748918424829,2011,25.467442,89.391661,"BD"
"BD-6-1-523",0.000441726618926839,2011,25.838262,89.107164,"BD"
"BD-6-1-524",-0.000254098134406671,2011,26.1791,88.32586,"BD"
"BD-6-1-525",-1.98711693078578e-05,2011,26.070113,88.27285,"BD"
"BD-6-1-526",-0.000601699921779164,2011,25.816347,88.337198,"BD"
"BD-6-1-527",-2.95706046004151e-05,2011,25.991302,88.225517,"BD"
"BD-6-1-528",9.30718565428395e-05,2011,26.021128,88.456432,"BD"
"BD-6-1-529",-0.00081498211430773,2011,26.151587,88.550453,"BD"
"BD-6-1-53",-0.000329692747496166,2011,22.443421,90.526434,"BD"
"BD-6-1-530",-0.000331267814654338,2011,26.027457,88.364048,"BD"
"BD-6-1-531",0.000419020568038043,2011,24.51116,91.290082,"BD"
"BD-6-1-532",2.48260978514978e-05,2011,24.405091,91.563737,"BD"
"BD-6-1-533",-3.7996551082126e-05,2011,24.534298,91.368315,"BD"
"BD-6-1-534",0.00120232691857587,2011,24.606669,91.383605,"BD"
"BD-6-1-535",-0.000560632889946439,2011,24.156615,91.519495,"BD"
"BD-6-1-536",0.000559284823576239,2011,24.17267,91.45921,"BD"
"BD-6-1-537",-0.000240369328862071,2011,24.383529,91.424684,"BD"
"BD-6-1-539",0.000403476715331902,2011,24.314948,91.270154,"BD"
"BD-6-1-54",7.5232543926252e-05,2011,22.431172,90.389377,"BD"
"BD-6-1-540",6.94334976867162e-05,2011,24.09612,91.295581,"BD"
"BD-6-1-541",0.000521056757704473,2011,24.221563,91.365912,"BD"
"BD-6-1-542",0.00052831022579814,2011,24.126917,91.338121,"BD"
"BD-6-1-543",0.000454142479064481,2011,24.605571,91.598189,"BD"
"BD-6-1-544",0.000396107073142364,2011,24.498285,91.588124,"BD"
"BD-6-1-546",-0.000473379391527412,2011,24.605736,92.112214,"BD"
"BD-6-1-547",0.000117319197200023,2011,24.35098,91.854612,"BD"
"BD-6-1-548",-0.000208206913591869,2011,24.242481,91.812416,"BD"
"BD-6-1-549",-0.000205173996660126,2011,24.599411,92.046115,"BD"
"BD-6-1-55",-5.53262735544844e-05,2011,22.16765,90.413465,"BD"
"BD-6-1-550",-0.000189621006951373,2011,24.442605,92.022609,"BD"
"BD-6-1-551",-0.000493588906746235,2011,24.480604,91.768352,"BD"
"BD-6-1-552",9.08326138083195e-05,2011,24.545015,91.704804,"BD"
"BD-6-1-553",4.09801355790921e-05,2011,24.569767,91.649296,"BD"
"BD-6-1-554",-4.51356391629782e-05,2011,24.515826,91.82821,"BD"
"BD-6-1-555",-0.00108762159202623,2011,24.292366,91.706276,"BD"
"BD-6-1-556",-0.000290204701798659,2011,24.218546,91.700975,"BD"
"BD-6-1-56",0.000360327046690931,2011,22.107475,90.53679,"BD"
"BD-6-1-561",0.00137366406469862,2011,24.882222,91.287999,"BD"
"BD-6-1-564",0.000177856587453729,2011,24.914588,91.006022,"BD"
"BD-6-1-568",0.000238590211230957,2011,24.971548,91.190317,"BD"
"BD-6-1-57",-0.000346285275889532,2011,22.261077,90.446847,"BD"
"BD-6-1-572",-0.00024318698006471,2011,24.673338,91.801725,"BD"
"BD-6-1-58",-0.000728097329183614,2011,21.947608,90.280224,"BD"
"BD-6-1-581",-6.70363144796326e-05,2011,24.714937,92.037734,"BD"
"BD-6-1-582",0.000236367332276022,2011,24.794091,92.090339,"BD"
"BD-6-1-59",-0.00110620076401497,2011,21.90297,90.132958,"BD"
"BD-6-1-597",0.000451591588637601,2011,24.987014,91.759142,"BD"
"BD-6-1-6",0.000114649651938537,2011,22.341924,90.174273,"BD"
"BD-6-1-60",0.000293543890295919,2011,22.371715,90.356594,"BD"
"BD-6-1-61",-0.000315036730526336,2011,22.390806,90.329198,"BD"
"BD-6-1-62",-0.00038218822188962,2011,22.375739,90.382893,"BD"
"BD-6-1-63",-7.21260161016821e-05,2011,22.482788,90.05864,"BD"
"BD-6-1-64",2.54100900415353e-05,2011,22.429349,90.009992,"BD"
"BD-6-1-65",-0.000233553094804638,2011,22.212617,89.901641,"BD"
"BD-6-1-66",0.000110607658086997,2011,22.320739,90.047127,"BD"
"BD-6-1-67",0.000410186997176821,2011,22.803888,90.004937,"BD"
"BD-6-1-68",-0.000254429961330029,2011,22.6029,89.978797,"BD"
"BD-6-1-69",-0.000419951882206373,2011,22.684553,90.020847,"BD"
"BD-6-1-7",0.000735755034477507,2011,22.078566,89.974906,"BD"
"BD-6-1-70",-0.000179550136704013,2011,22.75997,90.120771,"BD"
"BD-6-1-71",-0.000165509523680112,2011,22.783316,90.04981,"BD"
"BD-6-1-72",-0.000193626726908602,2011,22.764071,90.112051,"BD"
"BD-6-1-74",0.000106282531464672,2011,23.802318,90.918961,"BD"
"BD-6-1-75",3.99061458087449e-06,2011,23.985441,91.105766,"BD"
"BD-6-1-76",-0.000105279019721719,2011,23.987645,91.084015,"BD"
"BD-6-1-77",4.78577087544001e-06,2011,23.995202,91.008621,"BD"
"BD-6-1-78",-0.0011370311574372,2011,23.880638,90.986231,"BD"
"BD-6-1-79",-0.000584648503442884,2011,23.800073,90.973285,"BD"
"BD-6-1-8",-0.000567143529564556,2011,22.102542,89.921664,"BD"
"BD-6-1-80",0.000461070185677221,2011,24.198865,91.044811,"BD"
"BD-6-1-81",-0.000263099163944302,2011,24.05485,91.16988,"BD"
"BD-6-1-82",0.000439770900491669,2011,23.273932,90.743164,"BD"
"BD-6-1-83",-0.000229832572787026,2011,23.259289,90.673087,"BD"
"BD-6-1-84",0.000112320232985708,2011,23.094556,90.786822,"BD"
"BD-6-1-85",-0.000704515456156368,2011,23.288547,90.799177,"BD"
"BD-6-1-86",-0.00083467454517436,2011,23.323117,90.876504,"BD"
"BD-6-1-87",-0.000206203730523097,2011,23.449524,90.63627,"BD"
"BD-6-1-88",-0.00125538592339708,2011,23.429325,90.630563,"BD"
"BD-6-1-89",-0.000103769260593664,2011,23.171341,90.946445,"BD"
"BD-6-1-9",-0.000427713366241276,2011,22.947963,90.158448,"BD"
"BD-6-1-90",0.000698991677752189,2011,22.382883,91.80756,"BD"
"BD-6-1-92",0.00139151932669208,2011,22.349376,91.843353,"BD"
"BD-6-1-93",-0.000345327757684831,2011,22.332851,91.845941,"BD"
"BD-6-1-98",-0.000266428930168155,2011,22.325548,91.814914,"BD"
"BD-6-1-99",0.000749987100846241,2011,22.341752,91.834067,"BD"
"BD-7-1-1",-0.000342022218684496,2014,21.965697,90.126312,"BD"
"BD-7-1-10",-0.000888041727276462,2014,22.503755,90.388721,"BD"
"BD-7-1-100",7.12686778859854e-05,2014,23.507803,91.052861,"BD"
"BD-7-1-101",0.000566692593597526,2014,23.451005,91.004537,"BD"
"BD-7-1-102",0.000623751281174588,2014,23.253437,91.241721,"BD"
"BD-7-1-103",5.91792056376066e-05,2014,23.406869,91.231943,"BD"
"BD-7-1-104",-0.000415133942742712,2014,23.657267,91.039356,"BD"
"BD-7-1-105",-0.000186472646817819,2014,23.69461,90.841595,"BD"
"BD-7-1-106",-0.000282285235248603,2014,23.487165,91.217459,"BD"
"BD-7-1-107",1.733989979203e-05,2014,23.180926,91.088629,"BD"
"BD-7-1-108",0.000896785197703996,2014,23.612691,90.90789,"BD"
"BD-7-1-109",0.00057355786011225,2014,23.155552,91.12637,"BD"
"BD-7-1-11",-0.000528602836760148,2014,22.838522,90.079955,"BD"
"BD-7-1-110",0.000114274941598685,2014,23.579788,90.847662,"BD"
"BD-7-1-111",-0.000349814388704312,2014,21.841257,92.064185,"BD"
"BD-7-1-112",1.90735151361911e-05,2014,21.545006,92.011641,"BD"
"BD-7-1-113",0.000273111450047499,2014,21.643898,91.967913,"BD"
"BD-7-1-114",0.000509899394919028,2014,21.078928,92.140053,"BD"
"BD-7-1-115",8.080682318738e-05,2014,23.089339,91.509335,"BD"
"BD-7-1-116",0.000459574662593003,2014,23.016287,91.406472,"BD"
"BD-7-1-117",-0.000408372780314452,2014,23.14609,91.398905,"BD"
"BD-7-1-118",-1.36495075877529e-05,2014,22.855415,91.406385,"BD"
"BD-7-1-119",-0.000274272714851095,2014,23.375718,91.931921,"BD"
"BD-7-1-12",-0.000663834399161385,2014,22.980915,90.201465,"BD"
"BD-7-1-120",-0.000342602619873675,2014,23.037592,90.848451,"BD"
"BD-7-1-121",0.000577665661851028,2014,23.008892,90.884931,"BD"
"BD-7-1-122",-0.000116289913943971,2014,22.932201,90.736281,"BD"
"BD-7-1-123",0.00101602196493066,2014,22.685554,90.84277,"BD"
"BD-7-1-124",-4.72377319344607e-05,2014,22.926246,91.114298,"BD"
"BD-7-1-125",9.46843224169856e-05,2014,23.073328,91.02067,"BD"
"BD-7-1-126",0.00113558688455957,2014,22.584458,91.142102,"BD"
"BD-7-1-127",0.00016823785542385,2014,22.786731,91.202031,"BD"
"BD-7-1-128",0.000290037989918302,2014,22.861805,91.211075,"BD"
"BD-7-1-129",0.000299324544502873,2014,22.646261,91.191947,"BD"
"BD-7-1-13",-0.000286984759398004,2014,22.952512,90.450585,"BD"
"BD-7-1-130",-2.12483244997714e-05,2014,22.781022,91.15632,"BD"
"BD-7-1-131",-5.19860259725929e-05,2014,22.658197,92.037981,"BD"
"BD-7-1-132",-0.000998183020158162,2014,23.970201,91.10179,"BD"
"BD-7-1-133",-3.81896463059513e-06,2014,23.883467,90.95895,"BD"
"BD-7-1-134",-0.000362378834178408,2014,23.216973,90.665393,"BD"
"BD-7-1-135",-9.09251407249443e-05,2014,23.419972,90.625054,"BD"
"BD-7-1-136",0.000256594447226775,2014,22.002313,92.109806,"BD"
"BD-7-1-137",-0.000201453251719715,2014,22.499116,91.443247,"BD"
"BD-7-1-138",0.000132339998748948,2014,23.226131,91.30888,"BD"
"BD-7-1-139",-0.000575494243601089,2014,23.687072,90.767151,"BD"
"BD-7-1-14",8.98757240224517e-05,2014,22.654193,90.373125,"BD"
"BD-7-1-140",-0.000313758394171337,2014,23.480086,91.149599,"BD"
"BD-7-1-141",-5.34192702003418e-05,2014,21.74813,92.080149,"BD"
"BD-7-1-142",0.00024523914974193,2014,21.511653,91.964957,"BD"
"BD-7-1-143",0.00012922723732238,2014,23.000689,91.404457,"BD"
"BD-7-1-144",-0.000161482351340462,2014,23.091378,91.976041,"BD"
"BD-7-1-145",0.000173969978686275,2014,22.929491,90.85391,"BD"
"BD-7-1-146",-0.000180846950986404,2014,22.928646,91.134962,"BD"
"BD-7-1-147",0.00025904693303377,2014,23.025383,91.080786,"BD"
"BD-7-1-148",2.53873940690449e-05,2014,22.635149,92.188262,"BD"
"BD-7-1-149",0.000687138224896181,2014,22.387797,91.814114,"BD"
"BD-7-1-15",0.000411731294296617,2014,22.733407,90.572067,"BD"
"BD-7-1-150",0.000257976618021292,2014,22.351414,91.826703,"BD"
"BD-7-1-151",0.000356530457403434,2014,22.334058,91.842549,"BD"
"BD-7-1-152",-0.000131108766118124,2014,22.379216,91.846664,"BD"
"BD-7-1-153",0.000616120273677659,2014,22.36171,91.849321,"BD"
"BD-7-1-154",-4.25674600612254e-05,2014,22.283092,91.775703,"BD"
"BD-7-1-155",-0.000203358028184984,2014,22.339005,91.808388,"BD"
"BD-7-1-156",6.7288690256368e-05,2014,22.329686,91.82487,"BD"
"BD-7-1-157",0.000350836207156085,2014,22.332378,91.782403,"BD"
"BD-7-1-158",-0.000146811117034617,2014,22.349132,91.838284,"BD"
"BD-7-1-159",-0.000207728439634129,2014,22.336602,91.834049,"BD"
"BD-7-1-16",-0.000112379496350031,2014,22.782563,90.476644,"BD"
"BD-7-1-160",0.000774393551878391,2014,22.362932,91.796374,"BD"
"BD-7-1-161",0.000401898463864063,2014,22.348849,91.809649,"BD"
"BD-7-1-162",0.00119230471639329,2014,22.341069,91.784097,"BD"
"BD-7-1-163",0.000808671125674845,2014,22.371527,91.8136,"BD"
"BD-7-1-164",0.000409905321128626,2014,22.253995,91.803506,"BD"
"BD-7-1-165",-0.000547660682149621,2014,23.927149,90.174984,"BD"
"BD-7-1-166",-0.000400908670738169,2014,23.739849,90.273257,"BD"
"BD-7-1-167",0.000819844577342907,2014,23.6671,90.411189,"BD"
"BD-7-1-168",-0.000355024054984757,2014,23.885476,90.289715,"BD"
"BD-7-1-169",-0.000270387511041499,2014,23.912731,90.256916,"BD"
"BD-7-1-17",0.000467212869452295,2014,23.004792,90.440173,"BD"
"BD-7-1-170",5.36130612113668e-06,2014,23.907445,90.309855,"BD"
"BD-7-1-171",-8.07228173652446e-05,2014,23.338136,89.730767,"BD"
"BD-7-1-172",-0.000331420343342161,2014,23.596106,89.584005,"BD"
"BD-7-1-173",-0.000171303591008116,2014,23.393074,89.783604,"BD"
"BD-7-1-174",3.05930371866214e-05,2014,24.016096,90.2802,"BD"
"BD-7-1-175",-0.00040976260081083,2014,24.138417,90.416373,"BD"
"BD-7-1-176",-0.000422241871688036,2014,24.026601,90.588537,"BD"
"BD-7-1-177",-0.000188414601893021,2014,24.176305,90.50371,"BD"
"BD-7-1-178",-0.000465249350917684,2014,23.10076,89.821057,"BD"
"BD-7-1-179",-0.000386004878871283,2014,23.247003,89.907728,"BD"
"BD-7-1-18",-0.000354826539352932,2014,22.848653,90.166232,"BD"
"BD-7-1-180",0.000235600774969371,2014,25.282159,89.78727,"BD"
"BD-7-1-181",0.000116555477990173,2014,24.754579,89.896732,"BD"
"BD-7-1-182",0.000229353320524344,2014,24.884573,89.740785,"BD"
"BD-7-1-183",0.000156724386619225,2014,24.700396,89.867288,"BD"
"BD-7-1-184",1.70433456019907e-05,2014,24.109943,91.007616,"BD"
"BD-7-1-185",0.00022088367084495,2014,24.506715,90.840483,"BD"
"BD-7-1-186",0.000308226119727987,2014,24.387354,90.866996,"BD"
"BD-7-1-187",0.000222236311777486,2014,24.362242,90.967685,"BD"
"BD-7-1-188",0.000758394282670708,2014,23.13831,90.305895,"BD"
"BD-7-1-189",2.44390047990942e-05,2014,23.437457,90.133216,"BD"
"BD-7-1-19",-4.32065176257434e-05,2014,22.919862,90.084578,"BD"
"BD-7-1-190",-0.000185228128069813,2014,23.839892,89.935902,"BD"
"BD-7-1-191",-0.000599462311027687,2014,23.929601,90.054152,"BD"
"BD-7-1-192",-9.1422039864981e-05,2014,23.552557,90.629939,"BD"
"BD-7-1-193",-0.00052196216537567,2014,23.639619,90.400212,"BD"
"BD-7-1-194",-0.000690011200820133,2014,23.542224,90.477999,"BD"
"BD-7-1-195",-0.000666848337951572,2014,25.076132,90.432964,"BD"
"BD-7-1-196",0.000440128428610177,2014,24.560761,90.183346,"BD"
"BD-7-1-197",0.000268889448716061,2014,24.735093,90.543461,"BD"
"BD-7-1-198",-0.000381888949812731,2014,24.62497,90.592487,"BD"
"BD-7-1-199",-0.000236201935570822,2014,24.764044,90.362795,"BD"
"BD-7-1-2",-0.000120516191676222,2014,22.221232,90.348908,"BD"
"BD-7-1-20",0.000499369227950496,2014,22.765777,90.608171,"BD"
"BD-7-1-200",0.000246699777813526,2014,24.560352,90.578894,"BD"
"BD-7-1-201",-0.00012526427970067,2014,24.8786,90.362799,"BD"
"BD-7-1-202",1.80092254370034e-05,2014,24.622433,90.466806,"BD"
"BD-7-1-203",-1.26117732493113e-05,2014,23.720302,90.591339,"BD"
"BD-7-1-204",-0.00027404656344226,2014,23.638455,90.488824,"BD"
"BD-7-1-205",0.000622163205059082,2014,23.690025,90.49838,"BD"
