"dhscode","spiimpact","year","LATNUM","LONGNUM","country"
"BD-5-1-56",-0.000705854993946933,2007,23.189314,90.81044,"BD"
"BD-5-1-57",0.000138098930171442,2007,23.2775,90.761486,"BD"
"BD-5-1-58",0.000267475671421354,2007,23.275161,90.77617,"BD"
"BD-5-1-59",0.000284639342288908,2007,22.183678,91.882935,"BD"
"BD-5-1-6",-0.000461105770728684,2007,22.809326,90.281208,"BD"
"BD-5-1-60",0.000387424131680298,2007,22.11523,91.972893,"BD"
"BD-5-1-61",-0.000225690131508712,2007,22.596311,91.846947,"BD"
"BD-5-1-62",0.000462445693565079,2007,21.9877,92.137697,"BD"
"BD-5-1-63",-0.000314577742959122,2007,22.282396,91.983435,"BD"
"BD-5-1-64",-0.000223275062440596,2007,22.442327,92.067346,"BD"
"BD-5-1-66",-0.000138700361146069,2007,23.352448,90.957926,"BD"
"BD-5-1-67",-0.000401992263223216,2007,23.541691,91.114314,"BD"
"BD-5-1-68",7.20120981409728e-05,2007,23.118459,91.329384,"BD"
"BD-5-1-69",-0.00094828982895071,2007,23.482584,90.797901,"BD"
"BD-5-1-7",-0.00049452363575863,2007,22.512983,90.443399,"BD"
"BD-5-1-70",0.000191220743149157,2007,23.678738,91.03732,"BD"
"BD-5-1-71",0.000539901512340795,2007,23.385163,91.256585,"BD"
"BD-5-1-72",0.000333412473274261,2007,23.090366,91.071722,"BD"
"BD-5-1-73",0.000452382291695108,2007,23.648491,90.960222,"BD"
"BD-5-1-74",-0.00046256957944197,2007,21.688157,91.949901,"BD"
"BD-5-1-75",0.000666692185131668,2007,21.579378,92.03352,"BD"
"BD-5-1-76",0.000901382712489254,2007,21.469453,92.196631,"BD"
"BD-5-1-77",-0.000177098044459743,2007,23.03515,91.471204,"BD"
"BD-5-1-78",-6.71907787216833e-06,2007,23.024546,91.487438,"BD"
"BD-5-1-79",4.55075306908813e-05,2007,22.901342,91.429029,"BD"
"BD-5-1-8",0.000111508261458029,2007,22.830579,90.198155,"BD"
"BD-5-1-80",0.000512590940991977,2007,23.019806,90.878632,"BD"
"BD-5-1-81",-0.00020240953575757,2007,22.966719,90.817527,"BD"
"BD-5-1-82",0.00093434900491051,2007,22.644857,90.933561,"BD"
"BD-5-1-83",0.000378621474109142,2007,23.011687,91.138571,"BD"
"BD-5-1-84",0.000309270861861092,2007,22.988928,91.07359,"BD"
"BD-5-1-85",0.00074603371116531,2007,22.307264,91.16638,"BD"
"BD-5-1-86",0.000424195003160014,2007,22.826319,91.193998,"BD"
"BD-5-1-87",0.000281564902582307,2007,22.753015,91.075106,"BD"
"BD-5-1-88",-0.000297195156551255,2007,22.451132,91.801909,"BD"
"BD-5-1-89",0.000290733153142701,2007,22.367965,91.869452,"BD"
"BD-5-1-9",-0.000299511760092008,2007,22.891825,90.313154,"BD"
"BD-5-1-90",0.000310274423410442,2007,22.391094,91.883358,"BD"
"BD-5-1-91",0.000835234974763231,2007,22.284257,91.778127,"BD"
"BD-5-1-92",0.000691932259095986,2007,22.310247,91.820885,"BD"
"BD-5-1-93",-0.000416271088919442,2007,22.446408,91.857189,"BD"
"BD-5-1-94",-4.04267473958222e-05,2007,22.403985,91.84717,"BD"
"BD-5-1-95",-0.000835148155602835,2007,22.367236,91.826977,"BD"
"BD-5-1-96",-0.000411994342627889,2007,22.357302,91.825241,"BD"
"BD-5-1-97",0.000713277564370575,2007,22.353986,91.786488,"BD"
"BD-5-1-98",0.000372357064010846,2007,22.374992,91.811092,"BD"
"BD-5-1-99",0.000228818602201153,2007,22.579172,91.689713,"BD"
"BD-6-1-1",-0.000430943190604887,2011,21.967955,90.090065,"BD"
"BD-6-1-10",6.1460945967151e-05,2011,22.864866,90.310732,"BD"
"BD-6-1-100",0.000504228534459036,2011,22.936692,91.638601,"BD"
"BD-6-1-101",-1.98076265842154e-05,2011,22.678985,91.788707,"BD"
"BD-6-1-102",0.000120606621039799,2011,22.670752,91.7861,"BD"
"BD-6-1-103",0.000124695087810521,2011,22.337383,91.77422,"BD"
"BD-6-1-105",-0.000139382477415478,2011,22.341606,91.842427,"BD"
"BD-6-1-106",-0.000385045318451494,2011,22.330929,91.837866,"BD"
"BD-6-1-107",0.00080971085374335,2011,22.363328,91.783368,"BD"
"BD-6-1-108",-0.000273894905146923,2011,22.329802,91.809359,"BD"
"BD-6-1-11",1.16433191199046e-05,2011,22.637042,90.488084,"BD"
"BD-6-1-110",-0.000569220168320786,2011,22.776513,91.495463,"BD"
"BD-6-1-111",0.000281583279786696,2011,22.347565,91.790845,"BD"
"BD-6-1-112",-0.000216691513966324,2011,22.37623,91.840779,"BD"
"BD-6-1-114",-0.00020379593435096,2011,22.266523,91.789143,"BD"
"BD-6-1-116",-0.000345947624956069,2011,22.532475,91.91074,"BD"
"BD-6-1-119",-0.000177005696590907,2011,22.452974,91.747726,"BD"
"BD-6-1-12",-0.00021608544408386,2011,22.486986,90.430758,"BD"
"BD-6-1-120",-0.000204420368767572,2011,23.40503,90.999461,"BD"
"BD-6-1-121",-0.000353754021564027,2011,23.648183,91.126151,"BD"
"BD-6-1-122",-0.000256905809646389,2011,23.47761,91.004007,"BD"
"BD-6-1-123",0.000505200571924948,2011,23.400862,90.964472,"BD"
"BD-6-1-124",1.75031014370171e-05,2011,23.315291,91.2887,"BD"
"BD-6-1-125",0.000809871707016231,2011,23.417652,91.183957,"BD"
"BD-6-1-126",0.000519612410148345,2011,23.511296,90.858078,"BD"
"BD-6-1-127",-0.000233214893005917,2011,23.609891,90.977788,"BD"
"BD-6-1-128",-0.000134575971853148,2011,23.50833,91.017955,"BD"
"BD-6-1-129",-0.000107326266962196,2011,23.711396,90.820711,"BD"
"BD-6-1-13",0.00024576960606682,2011,22.84988,90.055581,"BD"
"BD-6-1-130",0.000418063984185338,2011,23.466021,91.203035,"BD"
"BD-6-1-131",-2.17707240969481e-05,2011,23.215618,91.06986,"BD"
"BD-6-1-132",0.000119005155217958,2011,23.638167,90.665272,"BD"
"BD-6-1-133",-0.000388710356846709,2011,23.646257,90.981757,"BD"
"BD-6-1-134",0.000812610034852102,2011,23.1572,91.178123,"BD"
"BD-6-1-135",0.00018315022241557,2011,23.101859,91.202124,"BD"
"BD-6-1-14",-0.00040741530780946,2011,22.811141,90.195031,"BD"
"BD-6-1-141",-0.000264545906820351,2011,21.123457,92.161523,"BD"
"BD-6-1-142",0.000498779130435576,2011,22.937546,91.302299,"BD"
"BD-6-1-143",0.000561981413967488,2011,23.056474,91.284886,"BD"
"BD-6-1-144",0.000135159898235175,2011,23.131402,91.490254,"BD"
"BD-6-1-145",0.000686553103249192,2011,22.84179,91.392289,"BD"
"BD-6-1-146",-0.000210957498526819,2011,22.881427,91.36925,"BD"
"BD-6-1-147",0.000155951628645801,2011,23.131479,91.866438,"BD"
"BD-6-1-148",0.00153688439060669,2011,22.753841,90.817023,"BD"
"BD-6-1-149",0.00025924503978353,2011,22.956922,90.820642,"BD"
"BD-6-1-15",-0.000444831604259146,2011,22.965165,90.197255,"BD"
"BD-6-1-150",-0.000100337766971283,2011,22.957638,90.960247,"BD"
"BD-6-1-151",-0.000357784809481343,2011,23.011056,90.748658,"BD"
"BD-6-1-152",-0.000361627166891125,2011,23.027859,90.881852,"BD"
"BD-6-1-153",0.000535787728553141,2011,22.642618,90.906825,"BD"
"BD-6-1-154",0.000371212791947529,2011,22.955096,91.024512,"BD"
"BD-6-1-155",0.000298234692516054,2011,23.080515,90.962493,"BD"
"BD-6-1-156",-1.62405346128264e-05,2011,22.870772,91.239424,"BD"
"BD-6-1-157",0.00167962744079168,2011,22.267226,91.157221,"BD"
"BD-6-1-159",0.000330908921191989,2011,22.943179,91.18888,"BD"
"BD-6-1-16",0.000379266798622135,2011,22.927647,90.488381,"BD"
"BD-6-1-160",-0.000256129384689281,2011,22.984127,91.09586,"BD"
"BD-6-1-161",0.000847964797500091,2011,22.754105,90.983125,"BD"
"BD-6-1-162",-0.000179802403101795,2011,22.866073,91.109659,"BD"
"BD-6-1-163",7.64372054675414e-05,2011,22.878384,91.077443,"BD"
"BD-6-1-164",-0.000208115744097413,2011,22.937261,92.250455,"BD"
"BD-6-1-165",-0.000781010742647015,2011,23.769974,90.356835,"BD"
"BD-6-1-166",-0.000838536802856519,2011,23.941612,90.265972,"BD"
"BD-6-1-167",0.000981257333222117,2011,23.782096,90.422822,"BD"
"BD-6-1-168",0.000542765712916137,2011,23.707619,90.409417,"BD"
"BD-6-1-169",0.000279121347653126,2011,23.798604,90.348255,"BD"
"BD-6-1-17",-0.000421419315077762,2011,22.721069,90.374451,"BD"
"BD-6-1-170",0.000114830965779751,2011,23.708829,90.476554,"BD"
"BD-6-1-171",0.00019607202075595,2011,23.851504,90.165013,"BD"
"BD-6-1-172",0.000181611707549213,2011,23.745651,90.38109,"BD"
"BD-6-1-173",0.000241607422332214,2011,23.7827,90.412364,"BD"
"BD-6-1-174",9.89891288829865e-05,2011,23.699151,90.455806,"BD"
"BD-6-1-175",8.72947215853212e-05,2011,23.716337,90.4303,"BD"
"BD-6-1-176",-0.000833481181328838,2011,23.791172,90.388628,"BD"
"BD-6-1-177",0.000961112748709347,2011,23.689265,90.448232,"BD"
"BD-6-1-178",0.00015297982063854,2011,23.756574,90.437892,"BD"
"BD-6-1-179",-4.30838909091011e-06,2011,23.713766,90.411267,"BD"
"BD-6-1-180",0.000325700756830783,2011,23.696511,90.415528,"BD"
"BD-6-1-181",-0.000285384869018703,2011,23.723117,90.375555,"BD"
"BD-6-1-182",5.08201546406447e-05,2011,23.7098,90.384905,"BD"
"BD-6-1-183",0.000549411050670056,2011,23.789102,90.358235,"BD"
"BD-6-1-184",-0.000378167878420859,2011,23.776585,90.362234,"BD"
"BD-6-1-185",-0.000582191680215592,2011,23.709684,90.417722,"BD"
"BD-6-1-186",0.000344660222070374,2011,23.675578,90.224049,"BD"
"BD-6-1-187",0.000421215802794332,2011,23.830759,90.378035,"BD"
"BD-6-1-188",0.00073972273585387,2011,23.809667,90.354268,"BD"
"BD-6-1-189",-0.000563546378232891,2011,23.745398,90.413368,"BD"
"BD-6-1-19",-0.000421395491899807,2011,22.715837,90.369715,"BD"
"BD-6-1-190",0.000354394753233668,2011,23.757247,90.42972,"BD"
"BD-6-1-191",-0.000510041502281622,2011,23.73202,90.437595,"BD"
"BD-6-1-192",-1.81099333486442e-06,2011,23.741916,90.444583,"BD"
"BD-6-1-193",-2.97820242414377e-06,2011,23.761017,90.289519,"BD"
"BD-6-1-194",0.000488437947131499,2011,23.727694,90.379875,"BD"
"BD-6-1-195",-0.000974666564565997,2011,23.786646,90.387293,"BD"
"BD-6-1-196",0.000250412440024682,2011,23.77904,90.40711,"BD"
"BD-6-1-197",4.56753315895882e-05,2011,23.858394,90.387579,"BD"
"BD-6-1-198",-0.000248054263177621,2011,23.865355,90.422503,"BD"
"BD-6-1-199",-8.11761723520913e-05,2011,23.477925,89.629743,"BD"
"BD-6-1-2",-0.000501054063758465,2011,22.234572,90.320236,"BD"
"BD-6-1-20",-0.000382788435137094,2011,22.685423,90.352013,"BD"
"BD-6-1-200",-0.000623239889243565,2011,23.594264,89.774752,"BD"
"BD-6-1-201",-0.000130805182292811,2011,23.480768,90.073581,"BD"
"BD-6-1-202",0.000218770699875099,2011,23.901396,90.356842,"BD"
"BD-6-1-203",0.000217603434002069,2011,23.920899,90.410054,"BD"
"BD-6-1-204",0.000512953817833438,2011,24.008614,90.26417,"BD"
"BD-6-1-205",9.34581660659071e-05,2011,24.049079,90.23082,"BD"
"BD-6-1-206",-0.000597063472952749,2011,24.059922,90.195057,"BD"
"BD-6-1-207",-0.000301073153067371,2011,24.110751,90.668917,"BD"
"BD-6-1-208",0.000534581521794676,2011,24.237894,90.421842,"BD"
"BD-6-1-209",-0.000517153519648851,2011,23.200736,89.759074,"BD"
"BD-6-1-21",7.52721476942535e-05,2011,22.70508,90.368527,"BD"
"BD-6-1-210",0.000152861470455025,2011,23.245701,89.999806,"BD"
"BD-6-1-211",-0.000138331197189171,2011,25.160837,89.76186,"BD"
"BD-6-1-212",-0.000326756349572973,2011,25.299046,89.769117,"BD"
"BD-6-1-213",-0.000181789329387823,2011,24.868219,90.174349,"BD"
"BD-6-1-214",-0.000169406059031626,2011,24.83106,89.776485,"BD"
"BD-6-1-215",-0.000446090068831648,2011,25.01302,89.763353,"BD"
"BD-6-1-216",8.91687104742644e-05,2011,24.254067,91.094028,"BD"
"BD-6-1-217",0.000661656143675974,2011,24.051394,90.980663,"BD"
"BD-6-1-218",0.000146435106622263,2011,24.494087,90.585829,"BD"
"BD-6-1-219",3.21518986732273e-05,2011,24.439329,90.892291,"BD"
"BD-6-1-22",0.000156052463750861,2011,22.668394,90.348057,"BD"
"BD-6-1-220",0.000168949164539894,2011,24.385304,90.823711,"BD"
"BD-6-1-221",-0.000273778212548764,2011,24.376924,90.975619,"BD"
"BD-6-1-222",0.000445549585862473,2011,23.108665,90.159482,"BD"
"BD-6-1-223",0.00119125284649356,2011,23.166257,90.198265,"BD"
"BD-6-1-224",-4.74848255826687e-06,2011,23.245499,90.108587,"BD"
"BD-6-1-225",0.0001781592790413,2011,23.315596,90.113857,"BD"
"BD-6-1-226",-0.000521689667865354,2011,23.747679,89.878169,"BD"
"BD-6-1-227",-0.000142072378690475,2011,23.835885,89.869485,"BD"
"BD-6-1-228",-0.00013531022757466,2011,23.520269,90.69146,"BD"
"BD-6-1-229",0.000389552994704361,2011,23.616486,90.33336,"BD"
"BD-6-1-23",0.000143614409766636,2011,22.719802,90.342477,"BD"
"BD-6-1-230",-0.000327678561856351,2011,23.522625,90.425589,"BD"
"BD-6-1-231",0.000219399394902828,2011,24.404773,90.393502,"BD"
"BD-6-1-232",-0.000400329342572348,2011,24.483342,90.290977,"BD"
"BD-6-1-233",-1.03519389793356e-05,2011,24.624216,90.203484,"BD"
"BD-6-1-234",-0.000485307982626034,2011,24.529273,90.462115,"BD"
"BD-6-1-235",5.25298044132575e-05,2011,25.037311,90.463637,"BD"
"BD-6-1-236",0.00105840113379242,2011,24.647047,90.546567,"BD"
"BD-6-1-237",0.000229645891496908,2011,24.718436,90.442803,"BD"
"BD-6-1-238",0.000532275017397781,2011,24.864747,90.323656,"BD"
"BD-6-1-239",0.000532944372152938,2011,24.524514,90.536345,"BD"
"BD-6-1-24",0.000414262474680702,2011,22.703634,90.414013,"BD"
"BD-6-1-240",-3.63334093063186e-06,2011,25.007305,90.491921,"BD"
"BD-6-1-241",0.000105393784150609,2011,24.603788,90.422571,"BD"
"BD-6-1-242",7.04609060636023e-05,2011,23.786428,90.65694,"BD"
"BD-6-1-243",0.000341199997377136,2011,23.735512,90.549133,"BD"
"BD-6-1-244",-0.000629129895187115,2011,23.633363,90.523722,"BD"
"BD-6-1-245",0.000118154790476659,2011,23.623178,90.499753,"BD"
"BD-6-1-246",-2.65488829510121e-05,2011,23.653512,90.485555,"BD"
"BD-6-1-247",0.000154930895101029,2011,23.670276,90.457749,"BD"
"BD-6-1-248",0.000525107011438313,2011,24.05962,90.855396,"BD"
"BD-6-1-249",-0.000206272798996134,2011,23.922142,90.718596,"BD"
"BD-6-1-25",0.00123891391753413,2011,22.701997,90.401646,"BD"
"BD-6-1-250",0.000558970195652254,2011,23.842799,90.751071,"BD"
"BD-6-1-251",0.00148023204789386,2011,23.913384,90.779302,"BD"
"BD-6-1-252",0.000496004987731316,2011,24.053222,90.751117,"BD"
"BD-6-1-254",0.00048649779289656,2011,24.881685,91.038832,"BD"
"BD-6-1-256",0.000102778049847119,2011,24.890203,90.744439,"BD"
"BD-6-1-257",0.000592008588588177,2011,25.012949,90.589316,"BD"
"BD-6-1-258",-6.5618614076132e-05,2011,23.860798,89.36353,"BD"
"BD-6-1-259",1.92097387658761e-05,2011,23.744646,89.664022,"BD"
"BD-6-1-26",-0.000401613491644822,2011,22.7629,90.577886,"BD"
"BD-6-1-260",0.000290862740517393,2011,23.139065,90.443439,"BD"
"BD-6-1-261",0.000580227449253144,2011,23.146241,90.356028,"BD"
"BD-6-1-262",0.000105175129958997,2011,24.999205,90.118774,"BD"
"BD-6-1-263",0.000314584737091237,2011,25.002797,90.01144,"BD"
"BD-6-1-264",-0.000366525169492407,2011,24.939911,90.032727,"BD"
"BD-6-1-265",-0.00033237061290472,2011,25.122323,89.9501,"BD"
"BD-6-1-266",-0.000722185384401655,2011,24.510147,89.836911,"BD"
"BD-6-1-267",0.000118221483345981,2011,24.464749,89.943976,"BD"
"BD-6-1-268",-0.000724320326501113,2011,24.634181,89.931895,"BD"
"BD-6-1-269",-0.000130511449856449,2011,24.40223,89.946556,"BD"
"BD-6-1-27",0.000331782449252978,2011,22.749635,90.497897,"BD"
"BD-6-1-270",-0.000596724886195614,2011,24.02993,90.108928,"BD"
"BD-6-1-271",8.84477517255834e-05,2011,24.028803,89.963396,"BD"
"BD-6-1-272",-0.000697610087203892,2011,24.047748,89.863966,"BD"
"BD-6-1-273",0.000397524094981874,2011,24.290973,89.955086,"BD"
"BD-6-1-274",-0.000279857505153371,2011,22.718567,89.776063,"BD"
"BD-6-1-275",0.000323089386819003,2011,22.843796,89.880969,"BD"
"BD-6-1-276",6.14408883299379e-05,2011,22.781076,89.659388,"BD"
"BD-6-1-277",0.00028773669962281,2011,22.939905,89.769585,"BD"
"BD-6-1-278",-6.40122831092739e-05,2011,22.558449,89.875452,"BD"
"BD-6-1-279",-0.000359617815619386,2011,22.547097,89.871481,"BD"
"BD-6-1-28",-0.000202970430821859,2011,22.993572,90.364359,"BD"
"BD-6-1-280",-0.000917092079449948,2011,22.36627,89.854792,"BD"
"BD-6-1-281",0.000235083410379864,2011,22.321925,89.788901,"BD"
"BD-6-1-282",-0.000425335488160473,2011,23.803806,88.999881,"BD"
"BD-6-1-283",-0.000171341532045182,2011,23.651323,88.844084,"BD"
"BD-6-1-284",-0.000174966390695137,2011,23.597254,88.979545,"BD"
"BD-6-1-285",0.000361239473700589,2011,23.526848,88.786509,"BD"
"BD-6-1-286",-3.33992482523889e-05,2011,23.54727,88.687462,"BD"
"BD-6-1-287",0.00041250591294618,2011,23.4366,88.857897,"BD"
"BD-6-1-288",-0.000133596285889686,2011,23.051232,89.676458,"BD"
"BD-6-1-289",-0.000222302564278748,2011,23.139075,89.350447,"BD"
"BD-6-1-29",8.86613076823219e-05,2011,23.044301,90.38729,"BD"
"BD-6-1-290",0.000804529795366267,2011,23.522595,89.138762,"BD"
"BD-6-1-291",-0.000524272757090802,2011,23.147489,89.161752,"BD"
"BD-6-1-292",-0.000487307823642983,2011,22.928458,89.221037,"BD"
"BD-6-1-293",0.000130141734114859,2011,22.865274,89.24614,"BD"
"BD-6-1-294",-0.000262270689193232,2011,23.14783,89.210095,"BD"
"BD-6-1-295",-9.90056071913499e-05,2011,23.162604,89.154616,"BD"
"BD-6-1-296",-0.000490811896964083,2011,23.244938,89.102522,"BD"
"BD-6-1-297",7.35546712802807e-06,2011,23.022535,89.267647,"BD"
"BD-6-1-298",-0.000325893106412492,2011,22.972442,89.208084,"BD"
"BD-6-1-299",-0.000325620239519094,2011,23.024973,89.208218,"BD"
"BD-6-1-3",-0.000348399857759758,2011,22.165619,90.135768,"BD"
"BD-6-1-30",-0.000142784488239459,2011,22.859405,90.123266,"BD"
"BD-6-1-300",2.66391981328392e-05,2011,23.086559,88.926325,"BD"
"BD-6-1-301",-5.65282729023778e-05,2011,23.041948,88.977938,"BD"
"BD-6-1-302",1.51972920551515e-05,2011,23.53889,89.16534,"BD"
"BD-6-1-303",-0.000200556735798602,2011,23.492516,89.049364,"BD"
"BD-6-1-304",0.000277251584887813,2011,23.551763,89.191105,"BD"
"BD-6-1-305",-0.000823678577498817,2011,23.369829,89.231542,"BD"
"BD-6-1-306",-0.000174361184414906,2011,23.407598,88.995645,"BD"
"BD-6-1-307",0.000341567231572664,2011,23.454922,88.965808,"BD"
"BD-6-1-308",-0.000227481595261405,2011,23.28853,88.771239,"BD"
"BD-6-1-309",-0.000400073681185354,2011,23.671699,89.18614,"BD"
"BD-6-1-31",0.000127442427808465,2011,22.681248,90.64369,"BD"
"BD-6-1-311",-5.87456102015933e-05,2011,22.485331,89.445483,"BD"
"BD-6-1-312",0.000327942033477661,2011,22.879866,89.486481,"BD"
"BD-6-1-313",0.000168246055439845,2011,22.86116,89.488439,"BD"
"BD-6-1-314",0.000186999408750968,2011,22.827016,89.376217,"BD"
"BD-6-1-315",0.000215298329179862,2011,22.886001,89.54807,"BD"
"BD-6-1-316",-0.000178584565353159,2011,22.869206,89.545726,"BD"
"BD-6-1-317",0.000368593187013094,2011,22.859765,89.53201,"BD"
"BD-6-1-318",-0.000268413480972471,2011,22.853318,89.550089,"BD"
"BD-6-1-319",-0.000227054118926724,2011,22.810249,89.559351,"BD"
"BD-6-1-32",0.000247732607380834,2011,22.678332,90.629886,"BD"
"BD-6-1-320",-0.000137401514551749,2011,22.802107,89.5727,"BD"
"BD-6-1-321",-0.000112783522212855,2011,22.78793,89.568463,"BD"
"BD-6-1-322",0.000205981656791853,2011,22.364643,89.291583,"BD"
"BD-6-1-323",-0.000456285655899106,2011,22.6026,89.347046,"BD"
"BD-6-1-324",0.000330147493852104,2011,22.941436,89.475072,"BD"
"BD-6-1-325",0.000189938845616422,2011,22.807721,89.626542,"BD"
"BD-6-1-326",-0.000243302051849036,2011,22.813579,89.530516,"BD"
"BD-6-1-327",-0.000158876798427957,2011,22.800419,89.55524,"BD"
"BD-6-1-328",-0.000401641015504562,2011,24.097448,88.940038,"BD"
"BD-6-1-329",-0.000561022129705047,2011,23.974859,88.81489,"BD"
"BD-6-1-33",0.000568228866287781,2011,22.730129,90.664848,"BD"
"BD-6-1-330",-0.000207369405881987,2011,24.038917,88.815137,"BD"
"BD-6-1-331",0.000660418653198632,2011,23.992666,88.950911,"BD"
"BD-6-1-332",0.000617591887589689,2011,23.828301,89.329815,"BD"
"BD-6-1-333",0.00088918559315271,2011,23.921323,89.194465,"BD"
"BD-6-1-334",-0.000954387573932435,2011,23.891996,89.132511,"BD"
"BD-6-1-335",-0.000179032327692639,2011,23.867074,89.093886,"BD"
"BD-6-1-336",-0.000929408903370983,2011,23.896437,89.112433,"BD"
"BD-6-1-337",6.17137448224089e-07,2011,23.958209,89.024995,"BD"
"BD-6-1-338",0.000178736784689278,2011,23.491991,89.417845,"BD"
"BD-6-1-339",0.000393567988674724,2011,23.512728,89.485903,"BD"
"BD-6-1-34",0.000365213010752792,2011,22.610666,90.64963,"BD"
"BD-6-1-340",-0.000599430051462321,2011,23.478437,89.576526,"BD"
"BD-6-1-341",-0.00029742277141163,2011,23.379235,89.284762,"BD"
"BD-6-1-342",-0.000167812456202924,2011,23.557325,89.383668,"BD"
"BD-6-1-343",-0.000548376642502594,2011,23.866576,88.829317,"BD"
"BD-6-1-344",-0.000146107176140609,2011,23.769504,88.649325,"BD"
"BD-6-1-345",-0.000249237092197811,2011,23.703832,88.602427,"BD"
"BD-6-1-346",-0.000680437779327484,2011,23.70746,88.712961,"BD"
"BD-6-1-347",0.000249661762744086,2011,23.221227,89.632799,"BD"
"BD-6-1-348",0.000649857081627851,2011,23.2112,89.593848,"BD"
"BD-6-1-349",0.000170151723103459,2011,22.534394,89.174641,"BD"
"BD-6-1-35",0.000704365010670526,2011,22.56726,90.756961,"BD"
"BD-6-1-350",-0.000153662426330297,2011,22.609769,89.237767,"BD"
"BD-6-1-351",-0.000353088084182025,2011,22.590194,89.032734,"BD"
"BD-6-1-352",5.36286435991111e-05,2011,22.953867,89.000135,"BD"
"BD-6-1-353",-0.000636800840177291,2011,22.383176,89.059795,"BD"
"BD-6-1-354",0.000269902499562206,2011,22.689087,89.066522,"BD"
"BD-6-1-355",0.000227714269377554,2011,22.64864,88.951929,"BD"
"BD-6-1-356",-0.000443998619739426,2011,22.338771,89.157262,"BD"
"BD-6-1-357",0.000172763467181068,2011,22.32061,89.247478,"BD"
"BD-6-1-358",-0.000237423161774298,2011,22.723123,89.206913,"BD"
"BD-6-1-359",0.000548529591531237,2011,24.808269,89.067008,"BD"
"BD-6-1-36",-1.94948988976157e-06,2011,22.454477,90.677859,"BD"
"BD-6-1-360",-0.000392015305332827,2011,24.861674,89.369638,"BD"
"BD-6-1-361",-2.05380103129887e-05,2011,24.83747,89.38132,"BD"
"BD-6-1-362",0.000607309614066585,2011,24.855863,89.394214,"BD"
"BD-6-1-363",-0.000538013048353136,2011,24.710838,89.625916,"BD"
"BD-6-1-364",0.000915005552341216,2011,24.786907,89.544721,"BD"
"BD-6-1-365",3.33892767809628e-06,2011,24.84691,89.529221,"BD"
"BD-6-1-366",-0.000133720844635461,2011,24.854088,89.211778,"BD"
"BD-6-1-367",-0.000396943658385086,2011,24.65126,89.265863,"BD"
"BD-6-1-368",4.40073411399204e-05,2011,24.646816,89.155002,"BD"
"BD-6-1-369",-0.000395563276128295,2011,24.966027,89.55296,"BD"
"BD-6-1-37",0.00012147477762589,2011,22.177653,90.764442,"BD"
"BD-6-1-370",-0.000400879674971998,2011,24.788268,89.320605,"BD"
"BD-6-1-371",-0.000138578487232406,2011,24.68173,89.417831,"BD"
"BD-6-1-372",0.000105558345194304,2011,24.656016,89.429957,"BD"
"BD-6-1-373",0.000142650564881897,2011,24.933622,89.252608,"BD"
"BD-6-1-374",0.000172579571351455,2011,25.061399,89.422959,"BD"
"BD-6-1-375",-6.06644154619204e-05,2011,24.959625,89.081932,"BD"
"BD-6-1-376",-0.000890010510310713,2011,25.092159,89.020967,"BD"
"BD-6-1-377",-0.000608891873591031,2011,25.200151,88.980042,"BD"
"BD-6-1-378",0.000185323697842421,2011,24.968832,89.1484,"BD"
"BD-6-1-379",-0.000504016172553675,2011,25.217766,88.992141,"BD"
"BD-6-1-38",0.00061038548093211,2011,22.113528,90.648295,"BD"
"BD-6-1-380",0.000158423492590907,2011,24.640104,88.936282,"BD"
"BD-6-1-381",-0.000156003844788774,2011,25.173474,88.779324,"BD"
"BD-6-1-382",2.65346628750752e-05,2011,24.798492,88.749128,"BD"
"BD-6-1-383",0.000240895050774119,2011,24.740542,88.725884,"BD"
"BD-6-1-384",6.09537380580699e-05,2011,24.766875,88.71956,"BD"
"BD-6-1-385",0.000513750235318639,2011,24.979143,88.799624,"BD"
"BD-6-1-386",0.000402296897590061,2011,24.803738,88.965031,"BD"
"BD-6-1-387",4.19782971215792e-05,2011,24.740845,88.813998,"BD"
"BD-6-1-388",-0.000656702667903242,2011,24.816413,88.499061,"BD"
"BD-6-1-389",-0.000412473047484014,2011,25.055293,88.698717,"BD"
"BD-6-1-39",-9.8919265957526e-05,2011,21.936307,90.636162,"BD"
"BD-6-1-390",-6.44601644586997e-05,2011,24.702349,88.932663,"BD"
"BD-6-1-391",-6.71612703073436e-05,2011,24.310644,89.003067,"BD"
"BD-6-1-392",0.000403995800319588,2011,24.335988,89.137324,"BD"
"BD-6-1-393",-0.000478425615296886,2011,24.377855,89.234749,"BD"
"BD-6-1-394",-0.000139773448300637,2011,24.40315,89.210519,"BD"
"BD-6-1-395",-0.00075469573582254,2011,24.221678,89.014374,"BD"
"BD-6-1-396",-0.00011766715587999,2011,24.501863,88.955048,"BD"
"BD-6-1-397",-0.000528300817113143,2011,24.326185,89.067176,"BD"
"BD-6-1-398",-2.89477808207858e-05,2011,24.55556,89.242737,"BD"
"BD-6-1-399",0.000533297263262834,2011,24.932489,88.243021,"BD"
"BD-6-1-4",0.000204714501611783,2011,22.164846,90.096023,"BD"
"BD-6-1-40",0.000187647588307666,2011,22.581352,90.746287,"BD"
"BD-6-1-400",0.000131083785178469,2011,24.740336,88.329493,"BD"
"BD-6-1-401",0.000235404779580015,2011,24.608052,88.282956,"BD"
"BD-6-1-402",-0.00126308694014649,2011,24.577111,88.252507,"BD"
